OG,len,i,sp
OG0004244,147,KAG5470124.1,Leishmania_orientalis
OG0002725,279,KAG5470127.1,Leishmania_orientalis
OG0002952,640,KAG5470128.1,Leishmania_orientalis
OG0002978,882,KAG5470133.1,Leishmania_orientalis
OG0004248,905,KAG5470137.1,Leishmania_orientalis
OG0003872,423,KAG5470139.1,Leishmania_orientalis
OG0004029,296,KAG5470142.1,Leishmania_orientalis
OG0003531,293,KAG5470149.1,Leishmania_orientalis
OG0004026,323,KAG5470155.1,Leishmania_orientalis
OG0003397,513,KAG5470159.1,Leishmania_orientalis
OG0002908,618,KAG5470161.1,Leishmania_orientalis
OG0003525,323,KAG5470180.1,Leishmania_orientalis
OG0003125,293,KAG5470182.1,Leishmania_orientalis
OG0003505,296,KAG5470184.1,Leishmania_orientalis
OG0003399,740,KAG5470186.1,Leishmania_orientalis
OG0003931,545,KAG5470196.1,Leishmania_orientalis
OG0003646,232,KAG5470209.1,Leishmania_orientalis
OG0004173,187,KAG5470217.1,Leishmania_orientalis
OG0002704,356,KAG5470236.1,Leishmania_orientalis
OG0003107,360,KAG5470250.1,Leishmania_orientalis
OG0003439,447,KAG5470271.1,Leishmania_orientalis
OG0003854,636,KAG5470275.1,Leishmania_orientalis
OG0003974,498,KAG5470277.1,Leishmania_orientalis
OG0003578,291,KAG5470280.1,Leishmania_orientalis
OG0003218,151,KAG5470286.1,Leishmania_orientalis
OG0004164,189,KAG5470290.1,Leishmania_orientalis
OG0002800,912,KAG5470299.1,Leishmania_orientalis
OG0003815,756,KAG5470300.1,Leishmania_orientalis
OG0004073,329,KAG5470301.1,Leishmania_orientalis
OG0002578,1022,KAG5470303.1,Leishmania_orientalis
OG0002954,665,KAG5470306.1,Leishmania_orientalis
OG0002987,818,KAG5470315.1,Leishmania_orientalis
OG0003739,1032,KAG5470318.1,Leishmania_orientalis
OG0004177,218,KAG5470320.1,Leishmania_orientalis
OG0003037,428,KAG5470323.1,Leishmania_orientalis
OG0003309,546,KAG5470327.1,Leishmania_orientalis
OG0002808,595,KAG5470339.1,Leishmania_orientalis
OG0002554,925,KAG5470342.1,Leishmania_orientalis
OG0003162,312,KAG5470346.1,Leishmania_orientalis
OG0002556,692,KAG5470350.1,Leishmania_orientalis
OG0004188,212,KAG5470366.1,Leishmania_orientalis
OG0002624,361,KAG5470381.1,Leishmania_orientalis
OG0003824,393,KAG5470382.1,Leishmania_orientalis
OG0003190,231,KAG5468920.1,Leishmania_orientalis
OG0004158,174,KAG5468923.1,Leishmania_orientalis
OG0002644,352,KAG5468927.1,Leishmania_orientalis
OG0003756,341,KAG5468929.1,Leishmania_orientalis
OG0003637,602,KAG5468940.1,Leishmania_orientalis
OG0003489,338,KAG5468942.1,Leishmania_orientalis
OG0003104,344,KAG5468943.1,Leishmania_orientalis
OG0003762,668,KAG5468949.1,Leishmania_orientalis
OG0003409,728,KAG5468953.1,Leishmania_orientalis
OG0004068,372,KAG5468955.1,Leishmania_orientalis
OG0004235,99,KAG5468959.1,Leishmania_orientalis
OG0003718,216,KAG5468962.1,Leishmania_orientalis
OG0003135,315,KAG5468967.1,Leishmania_orientalis
OG0003951,581,KAG5468977.1,Leishmania_orientalis
OG0002796,878,KAG5468980.1,Leishmania_orientalis
OG0004232,152,KAG5468987.1,Leishmania_orientalis
OG0004211,154,KAG5468989.1,Leishmania_orientalis
OG0002663,389,KAG5468990.1,Leishmania_orientalis
OG0004140,195,KAG5468992.1,Leishmania_orientalis
OG0002992,517,KAG5468993.1,Leishmania_orientalis
OG0003379,710,KAG5469003.1,Leishmania_orientalis
OG0003899,846,KAG5469012.1,Leishmania_orientalis
OG0003069,467,KAG5469022.1,Leishmania_orientalis
OG0003612,268,KAG5469046.1,Leishmania_orientalis
OG0003699,167,KAG5469047.1,Leishmania_orientalis
OG0003295,655,KAG5469050.1,Leishmania_orientalis
OG0002767,181,KAG5469056.1,Leishmania_orientalis
OG0004136,293,KAG5469062.1,Leishmania_orientalis
OG0003643,228,KAG5469075.1,Leishmania_orientalis
OG0004228,123,KAG5469087.1,Leishmania_orientalis
OG0002986,454,KAG5469090.1,Leishmania_orientalis
OG0002628,408,KAG5469096.1,Leishmania_orientalis
OG0003957,300,KAG5469102.1,Leishmania_orientalis
OG0003455,405,KAG5469104.1,Leishmania_orientalis
OG0003022,430,KAG5469105.1,Leishmania_orientalis
OG0002912,583,KAG5469116.1,Leishmania_orientalis
OG0003201,189,KAG5469117.1,Leishmania_orientalis
OG0003715,560,KAG5469124.1,Leishmania_orientalis
OG0003304,754,KAG5469150.1,Leishmania_orientalis
OG0003808,810,KAG5469160.1,Leishmania_orientalis
OG0002821,758,KAG5469168.1,Leishmania_orientalis
OG0002906,565,KAG5469169.1,Leishmania_orientalis
OG0002577,763,KAG5469170.1,Leishmania_orientalis
OG0003474,399,KAG5469176.1,Leishmania_orientalis
OG0003151,405,KAG5469179.1,Leishmania_orientalis
OG0003292,747,KAG5469180.1,Leishmania_orientalis
OG0002983,483,KAG5469191.1,Leishmania_orientalis
OG0003617,493,KAG5469192.1,Leishmania_orientalis
OG0002806,1106,KAG5469193.1,Leishmania_orientalis
OG0003605,409,KAG5469194.1,Leishmania_orientalis
OG0002794,876,KAG5469200.1,Leishmania_orientalis
OG0003238,840,KAG5469210.1,Leishmania_orientalis
OG0004066,596,KAG5469213.1,Leishmania_orientalis
OG0003290,678,KAG5469238.1,Leishmania_orientalis
OG0002967,465,KAG5469242.1,Leishmania_orientalis
OG0002640,483,KAG5469247.1,Leishmania_orientalis
OG0004243,526,KAG5469248.1,Leishmania_orientalis
OG0004094,315,KAG5467696.1,Leishmania_orientalis
OG0002846,719,KAG5467701.1,Leishmania_orientalis
OG0002559,793,KAG5467705.1,Leishmania_orientalis
OG0002574,678,KAG5467707.1,Leishmania_orientalis
OG0003362,751,KAG5467708.1,Leishmania_orientalis
OG0002956,702,KAG5467727.1,Leishmania_orientalis
OG0003558,389,KAG5467739.1,Leishmania_orientalis
OG0003580,309,KAG5467749.1,Leishmania_orientalis
OG0003312,495,KAG5467756.1,Leishmania_orientalis
OG0003394,468,KAG5467758.1,Leishmania_orientalis
OG0002589,508,KAG5467759.1,Leishmania_orientalis
OG0003542,557,KAG5467767.1,Leishmania_orientalis
OG0003240,1020,KAG5467774.1,Leishmania_orientalis
OG0003436,541,KAG5467789.1,Leishmania_orientalis
OG0003909,450,KAG5467795.1,Leishmania_orientalis
OG0004012,360,KAG5467814.1,Leishmania_orientalis
OG0003289,674,KAG5467827.1,Leishmania_orientalis
OG0002920,741,KAG5467828.1,Leishmania_orientalis
OG0004007,385,KAG5467829.1,Leishmania_orientalis
OG0002813,991,KAG5467849.1,Leishmania_orientalis
OG0003554,306,KAG5467851.1,Leishmania_orientalis
OG0003447,434,KAG5467860.1,Leishmania_orientalis
OG0003817,894,KAG5467874.1,Leishmania_orientalis
OG0004281,429,KAG5467876.1,Leishmania_orientalis
OG0004032,334,KAG5467880.1,Leishmania_orientalis
OG0003044,354,KAG5467881.1,Leishmania_orientalis
OG0003730,803,KAG5467883.1,Leishmania_orientalis
OG0004259,867,KAG5467886.1,Leishmania_orientalis
OG0002788,1120,KAG5467891.1,Leishmania_orientalis
OG0003402,468,KAG5467903.1,Leishmania_orientalis
OG0003134,256,KAG5467913.1,Leishmania_orientalis
OG0003520,423,KAG5467918.1,Leishmania_orientalis
OG0003341,601,KAG5467923.1,Leishmania_orientalis
OG0003722,120,KAG5467930.1,Leishmania_orientalis
OG0004116,190,KAG5467934.1,Leishmania_orientalis
OG0003469,422,KAG5467936.1,Leishmania_orientalis
OG0002709,249,KAG5467942.1,Leishmania_orientalis
OG0003216,930,KAG5467943.1,Leishmania_orientalis
OG0002820,740,KAG5467948.1,Leishmania_orientalis
OG0002658,440,KAG5467953.1,Leishmania_orientalis
OG0003671,197,KAG5467967.1,Leishmania_orientalis
OG0003225,756,KAG5467982.1,Leishmania_orientalis
OG0002824,639,KAG5467983.1,Leishmania_orientalis
OG0002625,475,KAG5467985.1,Leishmania_orientalis
OG0003490,425,KAG5467988.1,Leishmania_orientalis
OG0003458,410,KAG5467994.1,Leishmania_orientalis
OG0003184,202,KAG5468008.1,Leishmania_orientalis
OG0003579,302,KAG5468012.1,Leishmania_orientalis
OG0002922,488,KAG5468014.1,Leishmania_orientalis
OG0003485,356,KAG5468021.1,Leishmania_orientalis
OG0004270,288,KAG5468024.1,Leishmania_orientalis
OG0002809,831,KAG5468042.1,Leishmania_orientalis
OG0003200,332,KAG5468047.1,Leishmania_orientalis
OG0003250,689,KAG5468052.1,Leishmania_orientalis
OG0003918,503,KAG5468054.1,Leishmania_orientalis
OG0003557,310,KAG5468057.1,Leishmania_orientalis
OG0002610,410,KAG5468068.1,Leishmania_orientalis
OG0003280,593,KAG5468069.1,Leishmania_orientalis
OG0003032,1196,KAG5468074.1,Leishmania_orientalis
OG0004234,108,KAG5468081.1,Leishmania_orientalis
OG0003068,358,KAG5468082.1,Leishmania_orientalis
OG0003999,366,KAG5466046.1,Leishmania_orientalis
OG0003227,674,KAG5466048.1,Leishmania_orientalis
OG0004121,305,KAG5466049.1,Leishmania_orientalis
OG0003691,184,KAG5466053.1,Leishmania_orientalis
OG0004206,186,KAG5466055.1,Leishmania_orientalis
OG0004114,290,KAG5466057.1,Leishmania_orientalis
OG0004063,263,KAG5466064.1,Leishmania_orientalis
OG0003071,327,KAG5466072.1,Leishmania_orientalis
OG0002985,427,KAG5466073.1,Leishmania_orientalis
OG0002702,339,KAG5466075.1,Leishmania_orientalis
OG0003962,709,KAG5466077.1,Leishmania_orientalis
OG0002538,608,KAG5466079.1,Leishmania_orientalis
OG0003066,548,KAG5466081.1,Leishmania_orientalis
OG0003584,261,KAG5466082.1,Leishmania_orientalis
OG0003169,224,KAG5466091.1,Leishmania_orientalis
OG0002877,700,KAG5466101.1,Leishmania_orientalis
OG0003616,274,KAG5466102.1,Leishmania_orientalis
OG0002892,732,KAG5466105.1,Leishmania_orientalis
OG0003933,497,KAG5466108.1,Leishmania_orientalis
OG0002564,534,KAG5466109.1,Leishmania_orientalis
OG0002807,1064,KAG5466141.1,Leishmania_orientalis
OG0003054,607,KAG5466147.1,Leishmania_orientalis
OG0004069,219,KAG5466151.1,Leishmania_orientalis
OG0004166,228,KAG5466155.1,Leishmania_orientalis
OG0002700,361,KAG5466156.1,Leishmania_orientalis
OG0004054,318,KAG5466158.1,Leishmania_orientalis
OG0002961,569,KAG5466163.1,Leishmania_orientalis
OG0002934,490,KAG5466168.1,Leishmania_orientalis
OG0003625,242,KAG5466170.1,Leishmania_orientalis
OG0003832,623,KAG5466172.1,Leishmania_orientalis
OG0003136,272,KAG5466173.1,Leishmania_orientalis
OG0003586,327,KAG5466175.1,Leishmania_orientalis
OG0003392,601,KAG5466181.1,Leishmania_orientalis
OG0004001,297,KAG5466184.1,Leishmania_orientalis
OG0003459,362,KAG5466200.1,Leishmania_orientalis
OG0002875,552,KAG5466208.1,Leishmania_orientalis
OG0003101,331,KAG5466209.1,Leishmania_orientalis
OG0003002,480,KAG5466210.1,Leishmania_orientalis
OG0002815,739,KAG5466212.1,Leishmania_orientalis
OG0002720,305,KAG5466217.1,Leishmania_orientalis
OG0004139,235,KAG5466226.1,Leishmania_orientalis
OG0003145,332,KAG5466228.1,Leishmania_orientalis
OG0002927,591,KAG5466229.1,Leishmania_orientalis
OG0003480,373,KAG5466233.1,Leishmania_orientalis
OG0002655,545,KAG5466247.1,Leishmania_orientalis
OG0002728,291,KAG5466258.1,Leishmania_orientalis
OG0002586,518,KAG5466259.1,Leishmania_orientalis
OG0003814,526,KAG5466261.1,Leishmania_orientalis
OG0003604,493,KAG5466265.1,Leishmania_orientalis
OG0003335,900,KAG5466273.1,Leishmania_orientalis
OG0002685,395,KAG5466282.1,Leishmania_orientalis
OG0003521,337,KAG5466283.1,Leishmania_orientalis
OG0004237,192,KAG5466293.1,Leishmania_orientalis
OG0003059,399,KAG5466297.1,Leishmania_orientalis
OG0003661,268,KAG5466300.1,Leishmania_orientalis
OG0002656,594,KAG5466313.1,Leishmania_orientalis
OG0003039,406,KAG5466319.1,Leishmania_orientalis
OG0003356,568,KAG5466325.1,Leishmania_orientalis
OG0004241,152,KAG5466326.1,Leishmania_orientalis
OG0004192,123,KAG5466331.1,Leishmania_orientalis
OG0003422,558,KAG5466335.1,Leishmania_orientalis
OG0003093,380,KAG5466336.1,Leishmania_orientalis
OG0003084,478,KAG5466337.1,Leishmania_orientalis
OG0003471,460,KAG5466339.1,Leishmania_orientalis
OG0003568,271,KAG5466343.1,Leishmania_orientalis
OG0002937,697,KAG5466360.1,Leishmania_orientalis
OG0003510,317,KAG5466367.1,Leishmania_orientalis
OG0004182,188,KAG5466369.1,Leishmania_orientalis
OG0003693,209,KAG5466373.1,Leishmania_orientalis
OG0003105,362,KAG5466374.1,Leishmania_orientalis
OG0003656,1089,KAG5466378.1,Leishmania_orientalis
OG0002607,532,KAG5466388.1,Leishmania_orientalis
OG0003056,426,KAG5466390.1,Leishmania_orientalis
OG0004162,221,KAG5466396.1,Leishmania_orientalis
OG0003526,370,KAG5466402.1,Leishmania_orientalis
OG0002757,168,KAG5466404.1,Leishmania_orientalis
OG0004135,225,KAG5466409.1,Leishmania_orientalis
OG0003181,225,KAG5466413.1,Leishmania_orientalis
OG0003923,440,KAG5466415.1,Leishmania_orientalis
OG0003998,391,KAG5466417.1,Leishmania_orientalis
OG0002515,870,KAG5466418.1,Leishmania_orientalis
OG0004105,254,KAG5466434.1,Leishmania_orientalis
OG0002904,570,KAG5466436.1,Leishmania_orientalis
OG0003428,444,KAG5466438.1,Leishmania_orientalis
OG0003667,145,KAG5466439.1,Leishmania_orientalis
OG0003978,358,KAG5466440.1,Leishmania_orientalis
OG0002782,804,KAG5466442.1,Leishmania_orientalis
OG0003874,476,KAG5466443.1,Leishmania_orientalis
OG0004089,256,KAG5466444.1,Leishmania_orientalis
OG0003074,360,KAG5466449.1,Leishmania_orientalis
OG0004044,338,KAG5466458.1,Leishmania_orientalis
OG0003543,364,KAG5466469.1,Leishmania_orientalis
OG0003334,593,KAG5466470.1,Leishmania_orientalis
OG0003687,169,KAG5466479.1,Leishmania_orientalis
OG0003846,635,KAG5466485.1,Leishmania_orientalis
OG0004005,342,KAG5466486.1,Leishmania_orientalis
OG0003042,408,KAG5466491.1,Leishmania_orientalis
OG0003437,559,KAG5466510.1,Leishmania_orientalis
OG0002601,490,KAG5466515.1,Leishmania_orientalis
OG0003700,114,KAG5466516.1,Leishmania_orientalis
OG0003376,467,KAG5466518.1,Leishmania_orientalis
OG0004009,354,KAG5466528.1,Leishmania_orientalis
OG0004006,386,KAG5466531.1,Leishmania_orientalis
OG0003622,250,KAG5466535.1,Leishmania_orientalis
OG0003968,349,KAG5466536.1,Leishmania_orientalis
OG0002717,382,KAG5466538.1,Leishmania_orientalis
OG0003340,1052,KAG5466544.1,Leishmania_orientalis
OG0003522,313,KAG5466545.1,Leishmania_orientalis
OG0003063,392,KAG5466546.1,Leishmania_orientalis
OG0003317,560,KAG5466553.1,Leishmania_orientalis
OG0002498,517,KAG5466555.1,Leishmania_orientalis
OG0003932,464,KAG5466572.1,Leishmania_orientalis
OG0004124,241,KAG5466574.1,Leishmania_orientalis
OG0002989,356,KAG5466580.1,Leishmania_orientalis
OG0003152,255,KAG5466581.1,Leishmania_orientalis
OG0003070,191,KAG5466582.1,Leishmania_orientalis
OG0002871,420,KAG5466583.1,Leishmania_orientalis
OG0003987,357,KAG5466586.1,Leishmania_orientalis
OG0003528,346,KAG5466587.1,Leishmania_orientalis
OG0003213,152,KAG5464563.1,Leishmania_orientalis
OG0003496,296,KAG5464569.1,Leishmania_orientalis
OG0003098,323,KAG5464573.1,Leishmania_orientalis
OG0003464,367,KAG5464574.1,Leishmania_orientalis
OG0003714,155,KAG5464578.1,Leishmania_orientalis
OG0003381,540,KAG5464584.1,Leishmania_orientalis
OG0004142,230,KAG5464589.1,Leishmania_orientalis
OG0002758,206,KAG5464590.1,Leishmania_orientalis
OG0004125,259,KAG5464592.1,Leishmania_orientalis
OG0003389,456,KAG5464593.1,Leishmania_orientalis
OG0002872,439,KAG5464604.1,Leishmania_orientalis
OG0004108,225,KAG5464605.1,Leishmania_orientalis
OG0002661,317,KAG5464613.1,Leishmania_orientalis
OG0003513,318,KAG5464624.1,Leishmania_orientalis
OG0003332,562,KAG5464640.1,Leishmania_orientalis
OG0003927,459,KAG5464641.1,Leishmania_orientalis
OG0003153,300,KAG5464642.1,Leishmania_orientalis
OG0003165,249,KAG5464649.1,Leishmania_orientalis
OG0004091,285,KAG5464665.1,Leishmania_orientalis
OG0003953,366,KAG5464673.1,Leishmania_orientalis
OG0002566,930,KAG5464676.1,Leishmania_orientalis
OG0002699,543,KAG5464691.1,Leishmania_orientalis
OG0003763,710,KAG5464695.1,Leishmania_orientalis
OG0002608,549,KAG5464698.1,Leishmania_orientalis
OG0003217,155,KAG5464706.1,Leishmania_orientalis
OG0003751,928,KAG5464711.1,Leishmania_orientalis
OG0003007,914,KAG5464714.1,Leishmania_orientalis
OG0003408,489,KAG5464716.1,Leishmania_orientalis
OG0003922,476,KAG5464717.1,Leishmania_orientalis
OG0004079,265,KAG5464721.1,Leishmania_orientalis
OG0003124,302,KAG5464725.1,Leishmania_orientalis
OG0002910,830,KAG5464726.1,Leishmania_orientalis
OG0002970,545,KAG5464727.1,Leishmania_orientalis
OG0004160,304,KAG5464729.1,Leishmania_orientalis
OG0003945,545,KAG5464735.1,Leishmania_orientalis
OG0002573,527,KAG5464744.1,Leishmania_orientalis
OG0003413,431,KAG5464745.1,Leishmania_orientalis
OG0002924,636,KAG5464747.1,Leishmania_orientalis
OG0002635,459,KAG5464751.1,Leishmania_orientalis
OG0004028,296,KAG5464762.1,Leishmania_orientalis
OG0003535,371,KAG5464778.1,Leishmania_orientalis
OG0004051,325,KAG5464800.1,Leishmania_orientalis
OG0004233,258,KAG5464817.1,Leishmania_orientalis
OG0003701,255,KAG5464818.1,Leishmania_orientalis
OG0003109,449,KAG5464819.1,Leishmania_orientalis
OG0003639,272,KAG5464822.1,Leishmania_orientalis
OG0003774,930,KAG5464830.1,Leishmania_orientalis
OG0002925,719,KAG5464833.1,Leishmania_orientalis
OG0002994,642,KAG5464834.1,Leishmania_orientalis
OG0003590,340,KAG5464838.1,Leishmania_orientalis
OG0003453,338,KAG5464842.1,Leishmania_orientalis
OG0003549,347,KAG5464867.1,Leishmania_orientalis
OG0002744,246,KAG5464877.1,Leishmania_orientalis
OG0003947,439,KAG5464879.1,Leishmania_orientalis
OG0004082,265,KAG5464883.1,Leishmania_orientalis
OG0004098,216,KAG5464886.1,Leishmania_orientalis
OG0003364,378,KAG5464888.1,Leishmania_orientalis
OG0003674,200,KAG5464890.1,Leishmania_orientalis
OG0004030,341,KAG5464893.1,Leishmania_orientalis
OG0002923,551,KAG5464900.1,Leishmania_orientalis
OG0004037,305,KAG5464902.1,Leishmania_orientalis
OG0003209,194,KAG5464905.1,Leishmania_orientalis
OG0003697,154,KAG5464911.1,Leishmania_orientalis
OG0002753,223,KAG5464915.1,Leishmania_orientalis
OG0003867,361,KAG5464921.1,Leishmania_orientalis
OG0004110,215,KAG5464923.1,Leishmania_orientalis
OG0003532,324,KAG5464928.1,Leishmania_orientalis
OG0003369,629,KAG5464935.1,Leishmania_orientalis
OG0002555,602,KAG5464936.1,Leishmania_orientalis
OG0003041,467,KAG5464937.1,Leishmania_orientalis
OG0003745,393,KAG5464944.1,Leishmania_orientalis
OG0004159,197,KAG5464945.1,Leishmania_orientalis
OG0004147,311,KAG5464948.1,Leishmania_orientalis
OG0003329,628,KAG5464954.1,Leishmania_orientalis
OG0003562,316,KAG5464961.1,Leishmania_orientalis
OG0003330,628,KAG5464967.1,Leishmania_orientalis
OG0003479,356,KAG5464971.1,Leishmania_orientalis
OG0003523,395,KAG5464972.1,Leishmania_orientalis
OG0004042,473,KAG5464978.1,Leishmania_orientalis
OG0002675,363,KAG5464982.1,Leishmania_orientalis
OG0004118,214,KAG5464983.1,Leishmania_orientalis
OG0003956,194,KAG5464985.1,Leishmania_orientalis
OG0004120,275,KAG5464987.1,Leishmania_orientalis
OG0003451,412,KAG5464989.1,Leishmania_orientalis
OG0003029,659,KAG5465000.1,Leishmania_orientalis
OG0004019,433,KAG5465009.1,Leishmania_orientalis
OG0003811,823,KAG5465011.1,Leishmania_orientalis
OG0002814,960,KAG5465023.1,Leishmania_orientalis
OG0004046,282,KAG5465026.1,Leishmania_orientalis
OG0003305,676,KAG5465027.1,Leishmania_orientalis
OG0004203,160,KAG5465028.1,Leishmania_orientalis
OG0003078,517,KAG5465031.1,Leishmania_orientalis
OG0004093,267,KAG5465032.1,Leishmania_orientalis
OG0004131,1052,KAG5465034.1,Leishmania_orientalis
OG0002976,452,KAG5465041.1,Leishmania_orientalis
OG0003441,471,KAG5465044.1,Leishmania_orientalis
OG0003618,227,KAG5465048.1,Leishmania_orientalis
OG0003013,725,KAG5465054.1,Leishmania_orientalis
OG0003822,601,KAG5465060.1,Leishmania_orientalis
OG0003516,278,KAG5465065.1,Leishmania_orientalis
OG0003916,509,KAG5465066.1,Leishmania_orientalis
OG0003657,221,KAG5465073.1,Leishmania_orientalis
OG0003502,374,KAG5465077.1,Leishmania_orientalis
OG0002532,710,KAG5465079.1,Leishmania_orientalis
OG0003148,352,KAG5465081.1,Leishmania_orientalis
OG0002648,563,KAG5465083.1,Leishmania_orientalis
OG0003156,246,KAG5465085.1,Leishmania_orientalis
OG0003432,431,KAG5465088.1,Leishmania_orientalis
OG0003010,448,KAG5465090.1,Leishmania_orientalis
OG0003539,392,KAG5465091.1,Leishmania_orientalis
OG0002598,608,KAG5465092.1,Leishmania_orientalis
OG0004058,276,KAG5465093.1,Leishmania_orientalis
OG0003807,520,KAG5465098.1,Leishmania_orientalis
OG0002508,625,KAG5465099.1,Leishmania_orientalis
OG0003316,561,KAG5465100.1,Leishmania_orientalis
OG0004274,209,KAG5465101.1,Leishmania_orientalis
OG0002941,744,KAG5465111.1,Leishmania_orientalis
OG0004071,371,KAG5465115.1,Leishmania_orientalis
OG0003849,644,KAG5465116.1,Leishmania_orientalis
OG0004256,856,KAG5465118.1,Leishmania_orientalis
OG0003911,603,KAG5465125.1,Leishmania_orientalis
OG0003475,398,KAG5465126.1,Leishmania_orientalis
OG0003173,289,KAG5465127.1,Leishmania_orientalis
OG0003126,373,KAG5465143.1,Leishmania_orientalis
OG0002723,331,KAG5465149.1,Leishmania_orientalis
OG0003120,238,KAG5465152.1,Leishmania_orientalis
OG0004018,322,KAG5465153.1,Leishmania_orientalis
OG0003236,670,KAG5465157.1,Leishmania_orientalis
OG0003004,552,KAG5465162.1,Leishmania_orientalis
OG0003641,256,KAG5465163.1,Leishmania_orientalis
OG0004049,365,KAG5465172.1,Leishmania_orientalis
OG0003388,417,KAG5465174.1,Leishmania_orientalis
OG0003536,331,KAG5465191.1,Leishmania_orientalis
OG0003310,761,KAG5465192.1,Leishmania_orientalis
OG0003533,322,KAG5465200.1,Leishmania_orientalis
OG0004198,367,KAG5465204.1,Leishmania_orientalis
OG0003704,184,KAG5465208.1,Leishmania_orientalis
OG0003608,298,KAG5465214.1,Leishmania_orientalis
OG0004000,320,KAG5465218.1,Leishmania_orientalis
